Customer_ID,Recency,Complain,NumWebPurchases,NumStorePurchases,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
1826,0,0,4,6,189,104,379,111,189,218
1,0,0,7,7,464,5,64,7,0,37
10476,0,0,3,5,134,11,59,15,2,30
1386,0,0,1,2,10,0,1,0,0,0
5371,0,0,3,2,6,16,24,11,0,34
7348,0,0,4,5,336,130,411,240,32,43
4073,0,0,10,7,769,80,252,15,34,65
1991,0,0,2,3,78,0,11,0,0,7
4047,0,0,6,9,384,0,102,21,32,5
9477,0,0,6,9,384,0,102,21,32,5
2079,0,0,5,10,450,26,535,73,98,26
5642,0,0,3,6,140,4,61,0,13,4
10530,0,0,3,6,431,82,441,80,20,102
2964,0,0,1,2,3,10,8,3,16,32
10311,0,0,25,0,16,4,12,2,4,321
837,0,0,2,5,63,6,57,13,13,22
10521,0,0,2,5,63,6,57,13,13,22
10175,0,0,1,3,18,0,2,0,0,2
1473,0,0,2,3,53,1,5,2,1,10
2795,0,0,1,2,5,0,3,0,0,5
2285,0,0,5,5,213,9,76,4,3,30
115,0,0,5,8,275,11,68,25,7,7
10470,0,0,2,3,40,2,23,0,4,23
4065,0,0,5,8,308,0,73,0,0,23
10968,0,0,8,6,266,21,300,65,8,44
5985,0,0,2,4,80,1,37,0,1,3
5430,0,0,9,8,454,0,171,8,19,32
8432,0,0,9,8,454,0,171,8,19,32
453,1,0,2,3,27,0,12,0,1,5
9687,1,0,5,6,184,174,256,50,30,32
8890,1,0,5,5,155,7,80,13,7,10
9264,1,0,4,9,423,42,706,73,197,197
5824,1,0,1,2,7,0,1,0,0,0
5794,1,0,7,7,408,0,21,0,0,17
3068,1,0,2,3,1,12,9,0,14,7
7962,1,0,4,4,1285,21,449,106,20,20
2681,1,0,2,13,71,22,112,138,89,29
10141,1,0,0,3,7,1,6,0,3,3
3725,1,0,2,9,1248,16,349,43,16,16
3767,1,0,5,12,378,0,189,97,172,172
5585,1,0,2,3,12,2,17,6,1,10
7030,1,0,11,12,1200,0,204,38,29,14
1524,1,0,8,5,709,45,115,30,160,45
3657,1,0,4,4,94,1,33,13,12,12
5740,1,0,1,2,4,2,12,7,5,26
9595,1,0,4,4,539,169,816,20,0,30
3158,1,0,1,3,13,3,6,6,5,6
5114,1,0,5,5,670,9,249,0,28,9
340,1,0,7,8,158,35,179,0,0,125
8805,1,0,7,4,283,10,38,0,13,27
1241,1,0,1,3,13,3,8,7,4,16
1402,1,0,4,6,496,36,460,189,60,12
7264,2,0,1,2,12,0,4,0,0,1
1619,2,0,4,6,292,51,981,224,23,17
6398,2,0,3,3,7,10,13,16,0,4
1857,2,0,2,2,46,0,12,0,2,23
4877,2,0,1,3,34,0,7,0,0,0
3066,2,0,4,4,167,0,43,6,2,13
10286,2,0,2,13,318,8,407,150,35,8
1992,2,0,2,8,522,0,257,32,16,66
4246,2,0,1,1,67,11,26,4,3,262
10623,2,0,1,3,28,0,4,0,0,0
4867,2,0,3,4,58,0,18,2,0,10
3112,2,0,1,3,2,4,9,0,4,5
4865,2,0,5,8,229,7,140,10,3,11
6287,2,0,1,2,14,0,16,0,0,6
4405,2,0,6,12,622,7,115,30,0,15
5332,2,0,3,7,362,50,431,134,35,54
1519,2,0,3,3,38,4,22,3,3,3
9080,2,0,3,3,38,4,22,3,3,3
1772,2,0,5,7,1074,37,518,193,92,129
5341,2,0,6,4,983,76,184,180,138,27
5510,2,0,5,6,262,6,61,0,10,102
3887,2,0,2,3,3,17,26,20,1,39
7022,2,0,2,13,739,107,309,140,80,35
9999,2,0,9,9,610,105,125,137,42,21
10352,2,0,3,2,50,4,28,6,3,26
7919,2,0,10,8,1285,105,653,28,21,0
4114,2,0,6,13,650,37,780,27,167,32
7990,2,0,0,3,9,1,2,3,2,0
9888,3,0,4,7,458,81,356,106,50,40
4399,3,0,4,7,458,81,356,106,50,40
4452,3,0,6,6,292,6,37,0,3,34
4785,3,0,6,11,520,7,154,19,0,14
8461,3,0,1,2,14,0,1,0,0,1
3878,3,0,1,3,3,4,7,15,8,11
9612,3,0,1,3,1,8,6,4,8,16
4098,3,0,2,4,20,3,16,0,4,1
158,3,0,8,5,345,53,528,98,75,97
3896,3,0,1,3,22,1,11,0,1,2
9970,3,0,1,6,42,11,57,10,28,14
4002,3,0,7,12,463,96,333,168,53,10
10914,3,0,1,3,4,1,7,2,1,2
7279,3,0,4,4,260,86,559,63,9,67
10582,3,0,5,12,180,32,348,76,32,90
4470,3,0,2,4,62,1,44,6,5,22
6183,3,0,2,4,62,1,44,6,5,22
6379,3,0,2,2,67,1,20,0,2,31
8601,3,0,8,5,421,76,536,82,178,102
4827,3,0,4,9,154,22,202,39,30,8
6715,3,0,6,11,502,19,132,0,6,26
10676,3,0,3,7,145,193,459,205,26,145
1041,3,0,7,6,322,3,50,4,3,42
492,3,0,7,6,322,3,50,4,3,42
11133,3,0,7,6,322,3,50,4,3,42
4491,3,0,3,10,1099,0,45,0,0,34
873,3,0,3,10,1099,0,45,0,0,34
1631,3,0,8,7,890,63,292,0,25,12
8278,3,0,8,5,863,83,547,86,99,33
6815,4,0,7,8,448,21,125,52,101,62
254,4,0,7,7,399,4,30,6,4,30
1349,4,0,3,3,85,7,24,2,3,27
2534,4,0,4,3,97,1,41,6,2,41
2130,4,0,3,3,35,3,67,10,8,24
2296,4,0,1,2,3,2,11,2,2,10
3799,4,0,7,11,315,35,322,46,7,143
11084,4,0,3,7,738,0,232,13,20,50
5172,4,0,3,7,738,0,232,13,20,50
9504,4,0,3,13,179,28,520,111,123,47
850,4,0,6,9,381,28,215,84,28,21
4477,4,0,5,10,247,49,159,7,82,109
1945,4,0,7,7,711,36,217,172,96,168
7685,4,0,2,4,30,8,12,8,8,12
6310,4,0,2,4,30,8,12,8,8,12
10832,4,0,6,6,288,10,30,4,10,125
3025,4,0,6,5,212,6,69,4,12,3
2404,4,0,5,4,173,4,30,3,6,41
8581,4,0,10,8,604,0,100,19,0,28
8755,4,0,3,9,482,34,471,119,68,22
10177,4,0,5,8,531,69,300,150,138,150
2429,4,0,5,8,531,69,300,150,138,150
8920,4,0,11,12,448,40,469,80,0,91
8430,4,0,0,3,9,0,6,3,1,3
8619,4,0,0,3,9,0,6,3,1,3
8996,4,0,7,8,230,42,192,49,37,53
7233,4,0,5,6,496,32,849,229,48,128
6678,5,0,3,4,33,4,24,4,2,5
830,5,0,4,4,784,48,560,42,176,48
6365,5,0,2,3,10,12,12,25,1,20
6770,5,0,2,2,5,13,14,0,5,31
2261,5,0,1,2,4,1,5,2,0,4
1031,5,0,6,10,600,20,350,29,30,33
10089,5,0,6,13,168,148,444,32,172,148
9256,5,0,8,12,493,26,206,116,80,80
10641,5,0,2,3,6,5,4,13,4,25
624,5,0,0,2,6,4,1,7,2,15
4211,5,0,2,3,4,12,5,3,16,17
1407,5,0,2,3,4,12,5,3,16,17
10356,5,0,1,3,29,0,2,0,0,1
9323,5,0,10,7,520,8,223,32,49,42
1146,5,0,10,7,520,8,223,32,49,42
6343,6,0,6,7,835,73,380,114,73,43
8545,6,0,2,10,1296,17,311,45,69,51
8275,6,0,1,2,16,0,3,0,0,1
10673,6,0,6,5,760,80,466,17,13,80
8799,6,0,3,4,70,6,69,2,3,3
67,6,0,2,4,68,0,16,0,0,8
9923,6,0,2,4,68,0,16,0,0,8
2814,6,0,1,3,9,1,5,4,5,7
2711,6,0,1,3,9,1,5,4,5,7
4320,6,0,6,12,325,83,300,86,58,91
10451,6,0,0,3,9,1,3,0,4,8
4198,6,0,0,3,9,1,3,0,4,8
10814,6,0,6,13,303,23,751,82,26,191
944,6,0,4,7,121,103,69,8,44,48
8151,6,0,4,3,16,36,21,20,62,108
6184,6,0,3,8,561,64,785,84,128,48
3498,6,0,7,9,462,61,184,10,53,107
2870,6,0,6,6,376,0,38,11,8,69
7342,6,0,6,12,341,142,113,259,151,66
1911,6,0,11,12,595,97,291,127,133,121
10862,6,0,1,9,179,8,83,19,11,26
2546,7,0,1,4,23,4,5,10,5,23
3005,7,0,4,8,530,117,678,134,44,147
8318,7,0,5,8,594,134,786,33,134,57
2930,7,0,2,10,852,60,207,78,36,48
8216,7,0,4,3,158,0,76,13,7,71
1212,7,0,8,6,384,25,292,130,41,64
2541,7,0,2,3,14,7,11,11,0,5
10659,7,0,3,2,2,8,11,3,8,21
10905,7,0,4,6,194,2,56,0,0,0
8910,7,0,4,6,194,2,56,0,0,0
7349,7,0,3,3,6,17,16,6,16,42
7872,7,0,6,6,179,21,273,0,21,63
4290,8,0,1,2,1,3,8,2,5,5
7408,8,0,5,4,216,2,6,0,0,9
9986,8,0,4,2,16,0,23,3,2,10
8235,8,0,6,10,428,30,214,80,30,61
10949,8,0,5,8,1092,37,592,145,37,55
7284,8,0,1,2,10,0,7,2,0,1
9529,8,0,3,9,559,153,503,218,13,181
9930,8,0,6,13,606,148,228,15,148,22
10270,8,0,3,3,11,5,22,12,5,11
760,8,0,8,9,588,7,76,110,15,15
5519,8,0,6,4,316,58,161,76,51,135
232,8,0,4,10,279,83,88,32,14,34
3009,8,0,5,6,1462,16,128,0,0,160
6518,8,0,7,8,546,0,48,0,6,6
10669,8,0,3,10,277,21,64,62,21,25
5682,8,0,6,11,948,10,86,13,21,21
1570,8,0,7,10,664,9,240,50,19,57
1497,8,0,6,5,268,11,88,15,3,22
9723,8,0,7,13,530,142,217,62,9,56
7261,8,0,5,5,199,33,60,8,3,15
2452,8,0,5,5,199,33,60,8,3,15
5621,8,0,6,5,73,57,100,71,15,0
10995,8,1,3,4,16,5,30,8,7,26
7373,8,0,4,6,96,12,96,33,22,43
5331,8,0,3,7,587,51,898,247,0,86
263,9,0,3,3,56,19,29,2,14,25
4619,9,0,27,0,6,2,3,1,262,3
940,9,0,3,7,158,11,99,15,11,17
10084,9,0,2,2,3,2,8,20,0,17
6019,9,0,1,2,45,3,9,4,4,7
1463,9,0,1,2,8,2,5,3,0,3
6424,9,0,1,3,12,6,2,11,2,16
8233,9,0,7,7,508,5,21,7,5,10
1515,9,0,1,3,11,2,7,4,2,2
10855,9,0,4,8,234,14,77,19,10,42
10909,9,0,5,5,992,24,694,51,19,119
3376,9,0,3,6,125,6,73,8,4,19
10232,9,0,3,7,174,18,81,28,6,24
5547,9,0,7,6,1478,19,403,0,19,0
8362,9,0,7,6,1478,19,403,0,19,0
3524,9,0,5,2,80,1,60,4,6,16
10095,9,0,5,10,1001,12,240,16,12,12
8897,9,0,7,7,392,5,91,28,26,112
466,9,0,4,13,388,14,218,91,14,21
11025,9,0,3,3,65,0,46,4,3,20
2387,9,0,5,4,177,2,71,3,2,20
1618,9,0,10,8,577,0,64,0,0,51
25,9,0,6,7,460,35,422,33,12,153
3277,9,0,7,5,219,3,100,26,0,17
8566,10,0,1,2,5,0,3,0,0,1
2634,10,0,2,3,5,7,31,15,4,7
8036,10,0,2,4,31,1,13,7,2,9
8159,10,0,4,3,117,0,22,13,0,30
7628,10,0,2,4,30,5,24,6,3,8
9597,10,0,7,9,236,106,189,23,41,130
1384,10,0,2,2,6,4,14,8,8,22
10150,10,0,7,7,464,28,873,29,18,37
3885,10,0,1,2,16,2,18,3,0,24
11003,10,0,2,3,2,5,7,0,18,18
8026,10,0,5,5,120,58,73,65,89,58
577,10,0,1,3,9,1,7,0,3,2
8702,10,0,1,3,9,1,7,0,3,2
5429,10,0,4,4,145,1,33,2,1,1
977,10,0,5,8,200,19,111,50,15,19
2793,10,0,7,13,532,88,168,69,44,133
1071,10,0,7,13,532,88,168,69,44,133
5074,10,0,1,3,30,0,10,2,0,5
2632,10,0,5,4,297,0,38,13,0,152
6404,10,0,4,6,151,7,89,0,7,28
10240,10,0,10,6,997,26,269,34,13,42
2521,10,0,1,2,23,1,13,2,2,18
4301,10,0,1,2,23,1,13,2,2,18
7381,10,0,11,6,797,153,293,72,97,30
2407,10,0,6,7,823,25,459,124,29,95
9064,10,0,6,7,823,25,459,124,29,95
5067,11,0,2,11,966,26,282,52,26,26
10281,11,0,5,7,180,60,241,13,54,54
11191,11,0,2,4,37,32,38,11,3,18
1994,11,0,1,2,5,5,6,0,2,1
2552,11,0,6,6,416,0,26,0,0,4
6720,11,0,7,4,314,11,53,4,3,107
4557,11,0,2,2,10,7,19,8,2,21
1183,11,0,1,2,9,1,4,3,2,3
4186,11,0,2,3,18,6,15,12,8,17
1419,11,0,2,3,18,6,15,12,8,17
967,11,0,5,9,342,9,112,19,14,19
1048,11,0,3,4,63,3,67,8,9,28
9262,11,0,1,3,20,6,5,0,9,12
3427,11,0,11,7,629,0,70,0,0,35
5892,11,0,3,5,158,6,45,8,2,2
8911,11,0,5,9,201,53,172,116,77,83
6606,11,0,5,10,964,34,137,15,0,11
2677,11,0,3,6,72,24,68,65,4,8
252,11,0,6,8,123,133,142,71,44,88
9860,11,0,4,4,159,0,22,2,1,31
1388,11,0,2,3,6,10,21,19,14,42
979,11,0,2,3,6,10,21,19,14,42
7494,11,0,6,4,209,0,40,3,2,15
10490,11,0,6,4,100,64,79,65,0,109
3403,11,0,2,12,1170,19,594,99,76,134
2715,11,0,3,2,70,3,37,4,2,64
4828,12,0,5,5,71,99,278,185,121,38
92,12,0,3,4,5,7,24,19,14,20
3312,12,0,3,4,5,7,24,19,14,20
11176,12,0,5,7,376,9,83,19,4,4
1446,12,0,6,12,387,68,569,89,45,68
9699,12,0,6,12,357,35,271,28,28,14
9790,12,0,11,4,912,72,170,47,36,97
2324,12,0,7,11,625,38,242,50,34,76
5080,12,0,6,4,420,0,452,182,64,140
4992,12,0,3,2,6,4,16,3,10,30
7849,12,0,2,13,209,19,456,160,142,66
4808,12,0,1,2,1,2,5,6,0,3
10401,12,1,0,3,1,0,5,0,3,9
7793,12,0,10,7,641,7,84,0,30,38
9303,12,0,1,0,12,4,7,1,3,5
6853,12,0,3,11,712,26,538,69,13,80
7366,12,0,3,11,712,26,538,69,13,80
9780,12,0,8,13,465,25,132,136,0,37
7573,12,0,2,2,39,1,9,2,1,34
1379,12,0,4,4,154,2,46,20,4,15
8923,12,0,6,7,514,22,732,42,198,79
3547,12,0,2,3,14,7,9,6,16,12
8707,12,0,5,4,565,42,548,64,83,99
1891,12,0,4,5,667,50,850,21,83,83
6271,13,0,2,3,53,0,8,0,0,2
9635,13,0,3,3,66,2,40,4,3,14
9727,13,0,2,4,4,24,11,16,1,25
6205,13,0,2,3,34,3,29,0,4,10
10681,13,0,6,12,129,129,259,168,121,83
5156,13,0,6,12,129,129,259,168,121,83
3050,13,0,3,6,185,0,28,3,2,17
8164,13,0,5,7,1023,93,651,49,55,37
5626,13,0,4,9,338,4,89,11,8,13
7600,13,0,1,3,1,3,3,8,1,13
6406,13,0,6,10,647,107,391,175,67,40
7002,13,0,3,8,163,48,90,0,45,52
8234,13,0,1,2,1,6,7,0,1,3
6116,13,0,1,3,19,13,18,10,7,8
291,13,0,3,6,182,74,298,162,149,116
8779,13,0,4,3,56,4,76,17,1,18
4931,13,0,0,0,1,0,1725,2,1,1
1650,13,0,5,12,779,86,537,34,69,138
9701,13,0,4,3,32,34,41,73,16,116
6431,13,0,2,3,42,1,18,3,0,4
10789,13,0,2,3,42,1,18,3,0,4
5302,13,0,4,5,298,27,697,216,24,166
4459,13,0,1,3,10,4,14,4,4,1
10642,13,0,1,3,10,4,14,4,4,1
9213,13,0,1,2,4,1,5,2,0,3
3678,13,0,8,7,488,23,71,15,0,59
3698,13,0,4,8,817,185,687,145,55,241
5929,14,0,2,3,19,3,19,3,1,3
10795,14,0,2,3,19,3,19,3,1,3
4390,14,0,5,12,459,15,171,142,23,31
9362,14,0,9,7,492,5,32,13,5,21
1577,14,0,4,4,558,79,622,207,175,95
4609,14,0,8,6,383,0,53,6,4,40
7143,14,0,4,10,209,162,209,41,162,37
1729,14,0,3,10,1043,24,97,32,24,157
10664,14,0,9,5,400,4,35,6,0,22
5029,14,0,0,3,3,1,2,4,3,1
10507,14,0,2,7,691,7,69,0,7,23
3865,14,0,3,2,2,12,10,6,13,30
6982,14,0,4,9,783,30,537,140,76,15
7042,14,0,2,2,3,3,14,15,21,10
9668,14,0,2,4,4,16,20,0,17,20
6878,14,0,4,6,43,12,96,78,40,55
4099,14,0,1,3,10,2,16,11,2,21
5031,14,0,5,11,777,35,731,39,137,114
1970,14,0,3,3,63,0,21,7,0,12
5726,15,1,3,4,16,7,23,0,8,6
5231,15,0,1,3,27,2,7,0,2,13
1307,15,0,3,4,27,5,8,8,3,12
10609,15,0,1,4,71,0,13,3,1,0
5782,15,0,9,9,402,35,106,101,77,42
7533,15,0,4,4,144,1,32,2,1,7
9493,15,0,5,8,840,53,804,23,71,17
2253,15,0,1,4,32,0,8,23,4,18
2326,15,0,1,4,32,0,8,23,4,18
1876,15,0,1,4,32,0,8,23,4,18
7141,15,0,5,2,88,10,46,2,3,64
7393,15,0,2,3,56,5,24,4,0,3
4713,15,0,2,4,74,0,42,2,1,6
5093,15,0,3,3,40,3,30,10,7,11
8524,15,0,3,3,40,3,30,10,7,11
3766,15,0,9,8,100,71,243,108,94,219
9725,16,0,1,2,8,0,3,0,0,1
8933,16,0,2,4,26,3,23,4,7,3
10779,16,0,1,3,15,5,14,0,4,11
9289,16,0,2,2,29,1,17,0,3,13
2613,16,0,1,6,162,6,37,6,13,13
10133,16,0,6,12,1302,68,731,89,114,45
8443,16,0,3,2,6,10,12,3,15,40
10796,16,0,1,3,47,1,6,0,0,12
10241,16,0,1,2,0,0,0,6,2,6
3388,16,0,6,5,129,26,67,3,67,2
6507,16,0,1,4,16,11,15,2,0,12
7446,16,0,6,10,520,42,98,0,42,14
87,16,0,2,3,0,7,5,26,2,17
10477,16,0,3,2,71,0,18,0,0,13
6072,16,0,5,6,918,57,842,99,38,133
2518,16,0,0,2,5,4,5,4,2,10
247,16,0,7,4,172,10,125,21,13,16
9463,16,0,9,7,931,56,253,91,98,14
1459,16,0,5,5,666,35,124,69,8,26
9530,16,0,1,2,5,3,4,4,1,0
9653,16,0,2,3,27,1,14,4,1,21
10785,17,0,2,3,24,1,10,2,0,4
9392,17,0,1,2,4,1,11,0,0,1
3769,17,0,1,3,25,1,13,0,0,3
10146,17,0,1,3,25,1,13,0,0,3
4741,17,0,6,9,391,32,70,21,32,16
1880,17,0,2,3,81,0,6,0,0,6
6471,17,0,2,4,14,2,30,8,2,3
5718,17,0,5,6,674,168,108,192,42,231
3478,17,0,7,9,267,42,309,55,42,21
7848,17,0,5,3,224,2,25,7,0,110
7999,17,0,5,5,1239,17,413,23,34,17
11101,17,0,11,8,412,22,132,59,28,183
9212,17,0,6,13,1205,0,235,19,14,205
10983,17,0,6,13,304,98,230,150,74,74
3629,17,0,3,3,76,3,31,4,4,27
4673,17,0,10,5,1004,12,145,32,12,36
796,17,0,11,8,584,44,212,46,8,177
618,17,0,7,12,422,7,238,69,46,15
380,17,0,11,9,1170,48,320,42,32,192
1092,17,0,9,4,269,129,495,182,43,29
8962,18,0,2,3,26,0,8,0,0,3
8207,18,0,1,3,28,0,9,3,0,0
6521,18,0,4,9,613,22,319,33,102,12
535,18,0,3,13,163,23,424,27,65,76
4608,18,0,3,13,163,23,424,27,65,76
11086,18,0,1,3,1,6,2,3,6,3
1064,18,0,1,3,22,1,11,0,5,3
7000,18,0,2,10,279,172,74,38,8,246
1581,18,0,1,2,2,0,8,2,2,3
7384,18,0,7,7,113,61,204,34,26,47
10552,18,0,4,7,70,54,109,80,9,45
6409,18,0,7,7,267,140,599,34,12,127
9507,18,0,6,5,261,23,73,4,23,50
9560,18,0,7,8,856,61,570,40,25,122
10991,18,0,5,4,454,194,106,31,22,43
4712,18,0,1,4,8,8,22,24,11,9
11056,18,0,3,10,546,91,410,119,0,22
7414,18,0,3,4,96,1,42,12,3,32
3076,18,0,4,12,452,18,102,16,18,6
6355,19,0,2,4,20,0,14,7,3,1
7959,19,0,3,5,658,80,483,123,13,13
5512,19,0,7,8,451,0,39,0,4,24
10102,19,0,5,5,395,183,565,166,141,28
9369,19,0,11,10,688,14,309,201,24,38
3711,19,0,6,10,1035,134,670,25,38,0
6931,19,0,8,4,464,151,292,65,60,30
9596,19,0,3,13,365,32,117,34,110,6
2727,19,0,3,6,181,21,69,39,3,96
8416,19,0,2,3,6,6,15,10,5,2
3967,19,0,2,13,331,197,170,58,152,35
2139,19,0,2,3,3,1,10,3,2,12
2162,19,0,3,10,256,34,103,90,29,49
9242,19,0,6,9,836,185,575,24,25,77
10595,19,0,2,3,2,6,28,13,4,16
4855,19,0,3,2,14,0,24,3,3,2
5049,19,0,3,2,14,0,24,3,3,2
4967,19,0,5,5,233,0,23,0,0,12
5255,19,0,27,0,5,1,3,3,263,362
9215,19,0,6,6,378,0,101,0,0,72
3525,19,0,1,2,12,0,4,0,0,1
3619,19,0,5,8,345,25,501,63,138,80
4415,19,0,1,3,10,4,4,3,3,14
3645,19,0,2,4,19,3,26,10,9,3
4692,19,0,4,2,7,0,12,13,7,32
3955,20,0,0,0,2,1,1,1,0,1
5313,20,0,2,4,30,0,11,0,0,3
7196,20,0,0,3,9,0,3,0,0,1
1381,20,0,6,5,172,3,115,16,0,18
10951,20,0,3,8,279,0,18,0,0,9
4322,20,0,4,10,881,38,319,16,25,12
7444,20,0,1,3,19,0,9,0,0,2
2942,20,0,5,4,305,3,27,4,3,144
2874,20,0,1,3,6,4,7,4,3,8
3667,20,0,8,11,778,178,689,41,27,44
3697,20,0,3,4,69,8,26,12,7,12
9955,20,0,3,4,69,8,26,12,7,12
5320,20,0,3,4,79,7,58,6,3,18
6422,20,0,5,5,344,189,482,50,33,172
3690,20,0,7,10,1184,102,673,52,40,40
2408,20,0,7,9,490,0,184,10,28,21
9260,20,0,10,9,1349,16,249,43,16,33
9648,20,0,5,4,153,4,56,0,9,31
4939,20,0,4,6,84,5,38,150,12,28
8652,20,0,4,6,84,5,38,150,12,28
4702,20,0,4,4,1000,155,379,224,17,120
2587,21,0,2,3,14,0,6,0,0,0
2811,21,0,1,4,52,0,9,0,0,1
9150,21,0,1,4,52,0,9,0,0,1
10127,21,0,8,4,301,11,61,4,7,11
5493,21,0,1,2,15,0,2,0,0,6
2666,21,0,8,11,519,50,167,130,0,41
10099,21,0,5,13,238,115,215,169,69,76
10562,21,0,6,13,620,26,195,34,17,141
7881,21,0,6,13,620,26,195,34,17,141
6721,21,0,6,5,572,19,286,50,38,248
5204,21,0,8,5,380,98,733,110,112,28
5209,21,0,8,7,443,5,71,21,16,82
10128,21,0,5,12,620,16,165,0,24,82
9284,21,0,5,12,620,16,165,0,24,82
8643,21,0,4,12,252,98,827,219,70,196
1685,21,0,4,13,796,14,590,38,44,0
2877,21,0,7,8,410,0,59,19,9,44
8369,21,0,0,2,1,2,7,4,3,11
6233,21,0,9,10,507,19,364,25,47,9
195,21,0,5,4,125,17,52,3,19,30
1501,21,0,0,1,55,16,1622,17,3,4
10846,22,0,7,8,327,9,125,25,4,139
8341,22,0,1,2,15,0,6,0,1,12
10766,22,0,4,8,397,19,69,12,0,9
9971,22,0,4,8,397,19,69,12,0,9
1740,22,0,7,4,760,38,104,50,9,38
8737,22,0,2,3,29,1,9,2,0,2
6466,22,0,2,4,105,0,9,2,1,4
10430,22,0,4,4,1126,28,211,37,28,42
8773,22,0,5,6,280,0,18,0,0,24
2371,22,0,2,4,39,1,22,3,4,12
7786,22,0,3,4,68,7,59,10,5,11
4088,22,0,3,4,108,1,28,13,1,4
4971,22,0,3,4,108,1,28,13,1,4
10560,23,0,1,3,16,1,2,0,0,1
6892,23,0,10,6,641,7,56,0,0,28
11004,23,0,1,2,8,0,5,7,0,2
1818,23,0,2,2,25,0,8,0,1,4
9485,23,0,2,6,102,9,49,24,3,12
6646,23,0,1,3,3,0,5,13,0,1
4248,23,0,4,9,1000,19,711,125,115,38
7451,23,0,4,9,1000,19,711,125,115,38
7861,23,0,8,6,820,57,242,45,0,11
5232,23,0,4,5,86,12,75,33,15,6
3011,23,0,4,5,86,12,75,33,15,6
5758,23,0,10,13,1074,0,69,0,0,46
2173,23,0,1,3,13,6,7,0,3,3
10711,23,0,3,12,217,77,373,111,23,93
8268,23,0,6,7,352,0,27,10,0,15
2782,23,0,6,7,352,0,27,10,0,15
9432,23,0,3,3,9,14,18,8,1,12
5872,23,0,4,10,240,90,216,63,6,24
11187,23,0,2,3,2,8,10,12,14,23
2428,23,0,2,4,3,18,26,11,8,12
1726,23,0,1,2,3,9,15,13,2,39
1802,23,0,3,12,412,5,119,38,29,77
1162,23,0,5,11,124,83,267,85,59,35
10643,23,0,5,11,124,83,267,85,59,35
11112,23,0,5,8,736,114,279,82,76,190
2114,23,0,7,12,1006,22,115,59,68,45
4261,23,0,7,12,1006,22,115,59,68,45
2457,23,0,1,3,8,4,5,15,2,11
2495,24,0,4,10,217,38,350,111,85,15
6983,24,0,2,3,23,2,17,2,1,0
3436,24,0,1,3,11,0,5,2,1,1
7505,24,0,1,2,22,1,9,0,0,14
4286,24,0,7,6,580,6,58,8,0,27
7224,24,0,1,2,10,0,10,3,1,7
6215,24,0,1,2,10,0,10,3,1,7
968,24,0,4,4,112,19,21,16,14,5
4096,24,0,4,4,112,19,21,16,14,5
3153,24,0,1,2,11,0,4,0,0,2
6504,24,0,2,3,2,5,9,28,6,28
5329,24,0,0,3,8,0,3,0,0,0
1175,24,0,3,3,88,39,54,64,28,153
1377,24,0,4,5,182,4,33,0,0,66
4607,24,0,4,7,227,23,389,42,21,75
4944,24,0,4,7,227,23,389,42,21,75
9483,24,1,4,8,290,59,177,77,5,29
1378,24,0,7,6,284,16,160,84,16,134
5991,24,0,5,4,173,2,39,3,2,47
2807,24,0,8,7,656,38,161,62,47,37
1052,24,0,8,7,656,38,161,62,47,37
9760,24,0,10,10,953,0,71,0,0,174
7101,24,0,10,10,953,0,71,0,0,174
9909,24,0,3,3,3,18,14,15,22,50
5907,24,0,1,2,8,0,8,0,0,2
